"ocid","release_id","id","title","description","status","procuringEntity_id","procuringEntity_name","value_amount","value_currency","procurementMethod","procurementMethodDetails","mainProcurementCategory","awardCriteria","tenderPeriod_startDate","tenderPeriod_endDate","tenderPeriod_maxExtentDate","tenderPeriod_durationInDays","enquiryPeriod_startDate","enquiryPeriod_endDate","enquiryPeriod_maxExtentDate","enquiryPeriod_durationInDays","hasEnquiries","eligibilityCriteria","awardPeriod_startDate","awardPeriod_endDate","awardPeriod_maxExtentDate","awardPeriod_durationInDays","numberOfTenderers"
"ocds-5wno2w-CCD-001.A-2019-19326","CCD-001.A-2019-19326-2021-12-01T03:49:32.787Z","CCD-001.A-2019-19326","CCD-001.A-2019-19326","SERVICIO DE EVALUACION DEL CONTROL INTERNO APLICADO EN EL PROCESO DE CONTRATACION Y EJECUCION DEL PROYECTO  MERCADO CANTONAL DE CAMILO PONCE ENRIQUEZ  Y, PROPUESTA PARA LA REGULARIZACION DE INFORMACION DEL PROCESO, ASI COMO PARA LA LIQUIDACION Y RECEPCION EL PROYECTO","complete","EC-RUC-0760033860001-19326","GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON CAMILO PONCE ENRIQUEZ","26000.00","USD","direct","Contratacion directa","services","ratedCriteria","2019-06-21T12:00:00-05:00","","","","2019-06-21T12:00:00-05:00","2019-06-21T13:00:00-05:00","2019-06-21T13:00:00-05:00","","","Experiencia General,Experiencia Específica,Experiencia Personal Técnico,Programación de los Servicios","","2019-06-25T15:00:00-05:00","2019-06-25T15:00:00-05:00","","1"
"ocds-5wno2w-CCD-002.-GADCPE-2019-19326","CCD-002.-GADCPE-2019-19326-2021-12-01T06:04:14.332Z","CCD-002.-GADCPE-2019-19326","CCD-002.-GADCPE-2019-19326","FISCALIZACION DE LA OBRA PAVIMENTACION ASFALTICA DE VARIAS CALLES DE LOS BARRIOS 7 DE ABRIL, SR. DE LOS MILAGROS Y TRES DE NOVIEMBRE,DEL CANTON CAMILO PONCE ENRIQUEZ PROVINCIA DEL AZUAY","complete","EC-RUC-0760033860001-19326","GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON CAMILO PONCE ENRIQUEZ","17077.39","USD","direct","Contratacion directa","services","ratedCriteria","2019-10-17T08:00:00-05:00","","","","2019-10-17T08:00:00-05:00","2019-10-17T10:00:00-05:00","2019-10-17T10:00:00-05:00","","","Otros Parámetros de Calificación,Experiencia General,Experiencia Específica,Experiencia Personal Técnico,Instrumentos y equipos disponibles","","2019-10-22T17:00:00-05:00","2019-10-22T17:00:00-05:00","","1"
"ocds-5wno2w-CCD-002-GADMCLS-2019-3481","CCD-002-GADMCLS-2019-3481-2021-12-01T06:46:20.647Z","CCD-002-GADMCLS-2019-3481","CCD-002-GADMCLS-2019-3481","“CONSULTORIA DE ESTUDIO DE VALORACIÓN DE SUELO DE LA ZONA URBANA DEL CANTÓN LOMAS DE SARGENTILLO PARA EL BIENIO 2020-2021”.","complete","EC-RUC-0960005960001-3481","GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON LOMAS DE SARGENTILLO","28597.50","USD","direct","Contratacion directa","services","ratedCriteria","2019-07-26T09:00:00-05:00","","","","2019-07-26T09:00:00-05:00","2019-07-26T11:00:00-05:00","2019-07-26T11:00:00-05:00","","","Experiencia General,Experiencia Específica,Experiencia Personal Técnico,Plan de Trabajo,Instrumentos y equipos disponibles","","2019-07-30T17:00:00-05:00","2019-07-30T17:00:00-05:00","","1"
"ocds-5wno2w-CCD-002-GADMCP-2019-8098","CCD-002-GADMCP-2019-8098-2021-12-01T04:17:59.753Z","CCD-002-GADMCP-2019-8098","CCD-002-GADMCP-2019-8098","ESTUDIOS GEOTECNICOS Y DE PAVIMENTOS PARA VARIAS VIAS DEL CANTON PAUTE, PROVINCIA DEL AZUAY","complete","EC-RUC-0160000510001-8098","GOBIERNO AUTÓNOMO DESCENTRALIZADO MUNICIPAL DEL CANTÓN PAUTE","15000.00","USD","direct","Contratacion directa","services","ratedCriteria","2019-09-12T13:00:00-05:00","","","","2019-09-12T13:00:00-05:00","2019-09-12T15:00:00-05:00","2019-09-12T15:00:00-05:00","","","Experiencia General,Experiencia Específica,Experiencia Personal Técnico,Instrumentos y equipos disponibles","","2019-09-17T18:00:00-05:00","2019-09-17T18:00:00-05:00","","1"
"ocds-5wno2w-CCD-003-COMAGA-2019-374717","CCD-003-COMAGA-2019-374717-2021-12-01T03:07:17.128Z","CCD-003-COMAGA-2019-374717","CCD-003-COMAGA-2019-374717","ACTUALIZACIÓN Y/O CONFORMACIÓN DEL REGLAMENTO DE SEGURIDAD E HIGIENE, COMITÉ PARITARIO DE SEGURIDAD Y SALUD EN EL TRABAJO DE LOS MUNICIPIOS DE SUCUMBÍOS, SANTA CLARA Y SHUSHUFINDI ASOCIADOS AL COMAGA","complete","EC-RUC-1768160230001-374717","Consorcio de Municipios Amazónicos y Galápagos","15500.00","USD","direct","Contratacion directa","services","ratedCriteria","2019-03-08T11:00:00-05:00","","","","2019-03-08T11:00:00-05:00","2019-03-08T17:00:00-05:00","2019-03-08T17:00:00-05:00","","","Otros Parámetros de Calificación,Experiencia General,Experiencia Personal Técnico,Plan de Trabajo","","2019-03-15T14:00:00-05:00","2019-03-15T14:00:00-05:00","","1"
"ocds-5wno2w-CCD-01-HGPT-DRH-2019-2418","CCD-01-HGPT-DRH-2019-2418-2021-12-01T03:18:43.978Z","CCD-01-HGPT-DRH-2019-2418","CCD-01-HGPT-DRH-2019-2418","ESTUDIOS Y DISEÑOS DE RIEGO  TECNIFICADO DE 250 HA EN LOS SECTORES MISQUILLÍ, PUCARÁ, QUINCHE CENTRO Y QUINCHE LAS LAJAS, PARROQUIA SANTA ROSA, CANTÓN AMBATO","complete","EC-RUC-1860000130001-2418","GOBIERNO PROVINCIAL DE TUNGURAHUA","67500.00","USD","direct","Contratacion directa","services","ratedCriteria","2019-03-29T13:00:00-05:00","","","","2019-03-29T13:00:00-05:00","2019-04-02T18:00:00-05:00","2019-04-02T18:00:00-05:00","4","TRUE","Experiencia General,Experiencia Específica,Experiencia Personal Técnico,Plan de Trabajo,Instrumentos y equipos disponibles","","2019-04-23T18:00:00-05:00","2019-04-23T18:00:00-05:00","","1"
"ocds-5wno2w-CCD-02-HGPT-DRH-2019-2418","CCD-02-HGPT-DRH-2019-2418-2021-12-01T03:57:33.968Z","CCD-02-HGPT-DRH-2019-2418","CCD-02-HGPT-DRH-2019-2418","ESTUDIOS Y DISEÑOS DE RIEGO  TECNIFICADO DE 120 HA EN LOS SECTORES LLULLALÓ ALTO Y BAJO, PARROQUIA PASA, CANTÓN AMBATO","complete","EC-RUC-1860000130001-2418","GOBIERNO PROVINCIAL DE TUNGURAHUA","45100.00","USD","direct","Contratacion directa","services","ratedCriteria","2019-07-16T18:00:00-05:00","","","","2019-07-16T18:00:00-05:00","2019-07-17T18:00:00-05:00","2019-07-17T18:00:00-05:00","1","","Experiencia General,Experiencia Específica,Experiencia Personal Técnico,Plan de Trabajo,Instrumentos y equipos disponibles","","2019-07-26T18:00:00-05:00","2019-07-26T18:00:00-05:00","","1"
"ocds-5wno2w-CCD-06-GADMLS-2019-3481","CCD-06-GADMLS-2019-3481-2021-12-01T06:59:23.912Z","CCD-06-GADMLS-2019-3481","CCD-06-GADMLS-2019-3481","Actualización de PDyOT Plan de Desarrollo y Ordenamiento Territorial y Formulación del Plan de Uso y Gestión de Suelo, del cantón Lomas de Sargentillo.","complete","EC-RUC-0960005960001-3481","GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON LOMAS DE SARGENTILLO","45000.00","USD","direct","Contratacion directa","services","ratedCriteria","2019-12-23T09:15:00-05:00","","","","2019-12-23T09:15:00-05:00","2019-12-23T10:15:00-05:00","2019-12-23T10:15:00-05:00","","","Experiencia General,Experiencia Específica,Experiencia Personal Técnico,Instrumentos y equipos disponibles","","2020-01-02T12:30:00-05:00","2020-01-02T12:30:00-05:00","","1"
"ocds-5wno2w-CCD-08D04-01-2019-167462","CCD-08D04-01-2019-167462-2021-12-01T04:19:30.910Z","CCD-08D04-01-2019-167462","CCD-08D04-01-2019-167462","CONTRATACION DE FISCALIZACION EXTERNA DE IMPEREABILIZACION DE LOSAS PLANAS Y CAMBIO DE CUBIERTAS INCLINADAS DEL HOSPITAL BASICO PADRE ALBERTO BUFFONI","complete","EC-RUC-0860004580001-167462","DIRECCION DISTRITAL 08D04 - QUININDE - SALUD","9531.31","USD","direct","Contratacion directa","services","ratedCriteria","2019-09-16T13:00:00-05:00","","","","2019-09-16T13:00:00-05:00","2019-09-17T13:00:00-05:00","2019-09-17T13:00:00-05:00","1","TRUE","Otros Parámetros de Calificación,Experiencia General,Experiencia Específica,Experiencia Personal Técnico","","2019-09-26T20:00:00-05:00","2019-09-26T20:00:00-05:00","","1"
"ocds-5wno2w-CCD-AMZCH-001-2019-813060","CCD-AMZCH-001-2019-813060-2021-12-01T05:51:38.520Z","CCD-AMZCH-001-2019-813060","CCD-AMZCH-001-2019-813060","CONTRATACIÓN DE CONSULTORÍA PARA ESTUDIOS DE INGENIERÍA Y DISEÑO DEFINITIVO PARA EL ADOQUINADO DE VARIAS VÍAS EN LAS PARROQUIAS DE CONOCOTO, LA MERCED, ALANGASÍ Y AMAGUAÑA .","complete","EC-RUC-17600034100013140-813060","GAD DEL DISTRITO METROPOLITANO DE QUITO","52690.45","USD","direct","Contratacion directa","services","ratedCriteria","2019-08-19T14:00:00-05:00","","","","2019-08-19T14:00:00-05:00","2019-08-19T16:00:00-05:00","2019-08-19T16:00:00-05:00","","","Otros Parámetros de Calificación,Experiencia General,Experiencia Específica,Experiencia Personal Técnico,Instrumentos y equipos disponibles","","2019-08-26T15:45:00-05:00","2019-08-26T15:45:00-05:00","","1"
"ocds-5wno2w-CCD-BEVLIQ-002-2019-2463","CCD-BEVLIQ-002-2019-2463-2021-12-01T02:55:03.475Z","CCD-BEVLIQ-002-2019-2463","CCD-BEVLIQ-002-2019-2463","CONSULTORÍA ESPECIALIZADA EN MATERIA PENAL, QUE PERMITA CONTAR CON EL DIAGNOSTICO Y RECOMENDACIONES DE LAS DENUNCIAS PENALES EN LAS QUE BANCO ECUATORIANO DE LA VIVIENDA EN LIQUIDACIÓN PARTICIPA COMO DENUNCIANTE Y/O SOSPECHOSO, INDEPENDIENTEMENTE DE LA FASE PRE PROCESAL Y PROCESAL EN LA QUE SE ENCUENTRE, CON LA FINALIDAD DE TOMAR DECISIONES RESPECTO DE LAS MISMAS Y MEDIR EL RIESGO OPERATIVO LEGAL PREVIO AL CIERRE DE LA ENTIDAD POR MANDATO LEGAL.","complete","EC-RUC-1760002870001-2463","BANCO ECUATORIANO DE LA VIVIENDA EN LIQUIDACION","15000.00","USD","direct","Contratacion directa","services","ratedCriteria","2019-02-05T09:00:00-05:00","","","","2019-02-05T09:00:00-05:00","2019-02-07T17:00:00-05:00","2019-02-07T17:00:00-05:00","2","","Experiencia General,Experiencia Personal Técnico,Plan de Trabajo","","2019-02-14T17:00:00-05:00","2019-02-14T17:00:00-05:00","","1"
"ocds-5wno2w-CCD-CARCHI-001P-2019-2481","CCD-CARCHI-001P-2019-2481-2021-12-01T03:53:27.518Z","CCD-CARCHI-001P-2019-2481","CCD-CARCHI-001P-2019-2481","Fiscalización del mejoramiento y asfaltado de las vías “Estación Carchi-La Loma y La Libertad-barrio San Isidro-barrio Santa Teresita","complete","EC-RUC-0460000130001-2481","GOBIERNO AUTONOMO DESCENTRALIZADO DE LA PROVINCIA DEL CARCHI","38669.64","USD","direct","Contratacion directa","services","ratedCriteria","2019-07-04T18:00:00-05:00","","","","2019-07-04T18:00:00-05:00","2019-07-08T11:00:00-05:00","2019-07-08T11:00:00-05:00","3","","Experiencia General,Experiencia Específica,Experiencia Personal Técnico,Plan de Trabajo,Instrumentos y equipos disponibles","","2019-07-19T17:00:00-05:00","2019-07-19T17:00:00-05:00","","1"
"ocds-5wno2w-CCD-CARCHI-002-2019-2481","CCD-CARCHI-002-2019-2481-2021-12-01T03:08:05.405Z","CCD-CARCHI-002-2019-2481","CCD-CARCHI-002-2019-2481","Contratación de Consultoría para la elaboración de las Auditorías Ambientales de los proyectos: “Construcción y Operación de la Represa Geovanny Calles” periodo mayo 2017 – mayo 2019 y “Sistema Regional de Agua Potable Bolívar Espejo” periodo mayo 2017 – mayo 2019.","complete","EC-RUC-0460000130001-2481","GOBIERNO AUTONOMO DESCENTRALIZADO DE LA PROVINCIA DEL CARCHI","8500.00","USD","direct","Contratacion directa","services","ratedCriteria","2019-03-11T16:00:00-05:00","","","","2019-03-11T16:00:00-05:00","2019-03-12T15:00:00-05:00","2019-03-12T15:00:00-05:00","","","Otros Parámetros de Calificación,Experiencia General,Experiencia Específica,Experiencia Personal Técnico,Programación de los Servicios,Instrumentos y equipos disponibles","","2019-03-22T16:00:00-05:00","2019-03-22T16:00:00-05:00","","1"
"ocds-5wno2w-CCD-CNTEP-115139-19-236009","CCD-CNTEP-115139-19-236009-2021-12-01T04:34:01.801Z","CCD-CNTEP-115139-19-236009","CCD-CNTEP-115139-19-236009","PRESTACIÓN DE SERVICIOS DE AUDITORÍA DE RECERTIFICACIÓN AL SISTEMA DE GESTIÓN DE LA CALIDAD ISO 9001:2015 DE LA CORPORACIÓN NACIONAL DE TELECOMUNICACIONES CNT EP.","complete","EC-RUC-1768152560001-236009","CORPORACION NACIONAL DE TELECOMUNICACIONES","12080.00","USD","direct","Contratacion directa","services","ratedCriteria","2019-10-21T20:00:00-05:00","","","","2019-10-21T20:00:00-05:00","2019-10-22T16:00:00-05:00","2019-10-22T16:00:00-05:00","","TRUE","Otros Parámetros de Calificación,Experiencia General,Experiencia Específica,Experiencia Personal Técnico,Plan de Trabajo,Instrumentos y equipos disponibles","","2019-11-06T12:00:00-05:00","2019-11-06T12:00:00-05:00","","1"
"ocds-5wno2w-CCD-CNTEP-115194-19-236009","CCD-CNTEP-115194-19-236009-2021-12-01T06:34:52.330Z","CCD-CNTEP-115194-19-236009","CCD-CNTEP-115194-19-236009","PRESTACIÓN DE SERVICIOS DE AUDITORÍA Y CERTIFICACIÓN ISO/IEC 27001:2013 PARA LA CORPORACIÓN NACIONAL DE TELECOMUNICACIONES CNT EP","complete","EC-RUC-1768152560001-236009","CORPORACION NACIONAL DE TELECOMUNICACIONES","20800.00","USD","direct","Contratacion directa","services","ratedCriteria","2019-12-23T20:00:00-05:00","","","","2019-12-23T20:00:00-05:00","2019-12-24T20:00:00-05:00","2019-12-24T20:00:00-05:00","1","TRUE","Experiencia Personal Técnico,Plan de Trabajo,Instrumentos y equipos disponibles","","2020-01-10T20:00:00-05:00","2020-01-10T20:00:00-05:00","","1"
"ocds-5wno2w-CCD-CZS3-01-2019-440879","CCD-CZS3-01-2019-440879-2021-12-01T05:53:45.279Z","CCD-CZS3-01-2019-440879","CCD-CZS3-01-2019-440879","FISCALIZACIÓN DE LA OBRA: “ADECENTAMIENTO DE LOS CENTROS DE SALUD TIPO A: DISTRITO 16D01 PASTAZA MERA SANTA CLARA (CS KUMAY, CS SHELL Y CS MERA), DISTRITO 16D02 ARAJUNO (CS ARAJUNO), EN LA PROVINCIA DE PASTAZA“","complete","EC-RUC-0660837720001-440879","COORDINACION ZONAL 3 - SALUD","39088.33","USD","direct","Contratacion directa","services","ratedCriteria","2019-08-30T12:45:00-05:00","","","","2019-08-30T12:45:00-05:00","2019-08-30T13:45:00-05:00","2019-08-30T13:45:00-05:00","","","Otros Parámetros de Calificación,Experiencia General,Experiencia Específica,Experiencia Personal Técnico,Instrumentos y equipos disponibles","","2019-09-11T16:00:00-05:00","2019-09-11T16:00:00-05:00","","1"
"ocds-5wno2w-CCD-DPAMS-2019-02-203860","CCD-DPAMS-2019-02-203860-2021-12-01T04:34:16.102Z","CCD-DPAMS-2019-02-203860","CCD-DPAMS-2019-02-203860","ESTUDIO DE MECANICA DE SUELOS PARA LA ELABORACION DEL DISEÑO ARQUITECTONICO DEL CENTRO ADMINISTRATIVO, CENTRO DE INTERPRETACION Y GUARDIANIA DEL PARQUE NACIONAL SANGAY – ZONA BAJA","complete","EC-RUC-1460023740001-203860","DIRECCION PROVINCIAL DEL AMBIENTE DE MORONA SANTIAGO","2956.00","USD","direct","Contratacion directa","services","ratedCriteria","2019-10-24T09:00:00-05:00","","","","2019-10-24T09:00:00-05:00","2019-10-24T12:00:00-05:00","2019-10-24T12:00:00-05:00","","","Otros Parámetros de Calificación,Experiencia General,Experiencia Específica,Experiencia Personal Técnico,Instrumentos y equipos disponibles","","2019-11-06T17:00:00-05:00","2019-11-06T17:00:00-05:00","","1"
"ocds-5wno2w-CCD-EMAPATEP-11-2019-284674","CCD-EMAPATEP-11-2019-284674-2021-12-01T06:16:40.472Z","CCD-EMAPATEP-11-2019-284674","CCD-EMAPATEP-11-2019-284674","Desarrollo e implementacion de un sistema informatico para la comercializacion de servicios de agua potable y alcantarillado de la EMAPAT-EP","complete","EC-RUC-0360027430001-284674","EMPRESA PUBLICA MUNICIPAL DE AGUA POTABLE Y ALCANTARILLADO DEL TAMBO EMAPAT EP","24000.00","USD","direct","Contratacion directa","services","ratedCriteria","2019-11-21T11:00:00-05:00","","","","2019-11-21T11:00:00-05:00","2019-11-21T13:00:00-05:00","2019-11-21T13:00:00-05:00","","","Experiencia General,Experiencia Específica,Experiencia Personal Técnico,Plan de Trabajo,Instrumentos y equipos disponibles","","2019-11-29T14:15:00-05:00","2019-11-29T14:15:00-05:00","","1"
"ocds-5wno2w-CCD-EMS-001-2019-309632","CCD-EMS-001-2019-309632-2021-12-01T03:19:01.696Z","CCD-EMS-001-2019-309632","CCD-EMS-001-2019-309632","Estudios técnicos para la adquisición de cámaras térmicas en el Parque Metropolitano y puntos de emergencia en el Rucu Pichincha","complete","EC-RUC-1768156390001-309632","EMPRESA PUBLICA METROPOLITANA DE LOGISTICA PARA LA SEGURIDAD Y LA CONVIVENCIA CIUDADANA EP","6000.00","USD","direct","Contratacion directa","services","ratedCriteria","2019-03-29T12:00:00-05:00","","","","2019-03-29T12:00:00-05:00","2019-04-01T12:00:00-05:00","2019-04-01T12:00:00-05:00","3","","Otros Parámetros de Calificación,Experiencia Personal Técnico,Plan de Trabajo,Instrumentos y equipos disponibles","","2019-04-08T16:00:00-05:00","2019-04-08T16:00:00-05:00","","1"
